train_number,collection_timestamp,current_station_code,next_station_code,current_delay,predicted_delay_change,probability_delay_worsening,risk_score,movement_state,distance_from_origin_km,route_sequence
96633,2026-08-22T09:14:47.455611+00:00,SION,CLA,12,0.0934,0.4399,0.4468,MOVING,12.9,12.0
96633,2026-08-22T09:15:47.361798+00:00,SION,CLA,12,0.0934,0.4523,0.4517,STATIONARY,12.9,12.0
96633,2026-08-22T09:16:47.378216+00:00,SION,CLA,12,0.0934,0.4523,0.4517,STATIONARY,12.9,12.0
96633,2026-08-22T09:17:47.402453+00:00,SION,CLA,12,0.0934,0.4544,0.4526,STATIONARY,12.9,12.0
96633,2026-08-22T09:18:47.407583+00:00,SION,CLA,15,0.0614,0.3725,0.4528,MOVING,13.93,12.0
96633,2026-08-22T09:19:47.357308+00:00,SION,CLA,15,0.0765,0.4018,0.4655,STATIONARY,13.93,12.0
96633,2026-08-22T09:20:47.429465+00:00,SION,CLA,15,0.0666,0.3984,0.4635,STATIONARY,13.93,12.0
96633,2026-08-22T09:21:47.454389+00:00,CLA,VVH,16,0.0574,0.433,0.4885,MOVING,15.6,13.0
96633,2026-08-22T09:22:47.497538+00:00,CLA,VVH,16,0.0666,0.4535,0.4972,STATIONARY,15.6,13.0
96633,2026-08-22T09:23:47.379443+00:00,VVH,GC,14,0.2567,0.4769,0.4951,MOVING,18.1,15.0
96633,2026-08-22T09:24:47.589926+00:00,VVH,GC,14,0.0579,0.4455,0.4701,STATIONARY,18.1,15.0
96633,2026-08-22T09:25:47.396645+00:00,VVH,GC,14,0.0765,0.4788,0.4846,STATIONARY,18.1,15.0
96633,2026-08-22T09:26:47.377746+00:00,GC,VK,14,0.0639,0.4457,0.4706,MOVING,19.4,16.0
96633,2026-08-22T09:27:47.396001+00:00,GC,VK,14,0.0639,0.4602,0.4764,STATIONARY,19.4,16.0
96633,2026-08-22T09:28:47.427759+00:00,GC,VK,15,0.0443,0.3518,0.4435,MOVING,19.4,16.0
96633,2026-08-22T09:29:47.442947+00:00,GC,VK,15,0.0639,0.3816,0.4566,STATIONARY,19.4,16.0
96633,2026-08-22T09:30:47.379054+00:00,GC,VK,15,0.0639,0.3816,0.4566,STATIONARY,19.4,16.0
96633,2026-08-22T09:31:47.444691+00:00,GC,VK,15,0.0541,0.3737,0.4529,STATIONARY,19.4,16.0
96633,2026-08-22T09:40:47.398318+00:00,NHU,MLND,15,0.0915,0.3975,0.4647,MOVING,28.5,20.0
96633,2026-08-22T09:41:47.462342+00:00,NHU,MLND,15,0.0599,0.3975,0.4628,STATIONARY,28.5,20.0
96633,2026-08-22T09:42:47.383601+00:00,NHU,MLND,15,0.0698,0.4018,0.4651,STATIONARY,28.5,20.0
96633,2026-08-22T09:43:47.474154+00:00,NHU,MLND,15,0.0512,0.3886,0.4586,STATIONARY,28.5,20.0
96633,2026-08-22T09:44:47.430945+00:00,MLND,TNA,15,0.0577,0.3396,0.4394,MOVING,30.7,22.0
96633,2026-08-22T09:45:47.419404+00:00,MLND,TNA,15,0.0577,0.3615,0.4482,STATIONARY,30.7,22.0
96633,2026-08-22T09:46:47.394791+00:00,MLND,TNA,15,0.0577,0.3648,0.4495,STATIONARY,30.7,22.0
96633,2026-08-22T09:47:47.461981+00:00,TNA,KLVA,15,0.0599,0.4223,0.4726,MOVING,33.3,23.0
96633,2026-08-22T09:48:47.424641+00:00,TNA,KLVA,15,0.0698,0.4383,0.4797,STATIONARY,33.3,23.0
96633,2026-08-22T09:49:47.482571+00:00,TNA,KLVA,15,0.0599,0.434,0.4773,STATIONARY,33.3,23.0
96633,2026-08-22T09:50:47.472972+00:00,TNA,KLVA,15,0.0698,0.4383,0.4797,STATIONARY,33.3,23.0
96633,2026-08-22T09:57:47.670088+00:00,TNA,KLVA,24,-4.0355,0.3857,0.4386,MOVING,33.3,23.0
96633,2026-08-22T09:58:47.572054+00:00,TNA,KLVA,24,0.0698,0.4049,0.5713,STATIONARY,33.3,23.0
97093,2026-08-22T09:17:41.269161+00:00,SION,CLA,11,0.0805,0.394,0.416,MOVING,12.9,12.0
97093,2026-08-22T09:18:41.256132+00:00,SION,CLA,11,0.0805,0.3795,0.4101,MOVING,12.9,12.0
97093,2026-08-22T09:19:41.306797+00:00,SION,CLA,11,0.0666,0.3872,0.4124,STATIONARY,12.9,12.0
97093,2026-08-22T09:20:41.262347+00:00,SION,CLA,11,0.0765,0.3961,0.4165,STATIONARY,12.9,12.0
97093,2026-08-22T09:21:41.311873+00:00,CLA,VVH,11,0.0666,0.4586,0.4409,MOVING,15.6,13.0
97093,2026-08-22T09:22:41.335813+00:00,VVH,GC,12,0.0574,0.4264,0.4392,MOVING,18.1,15.0
97093,2026-08-22T09:23:41.315964+00:00,VVH,GC,10,0.4176,0.5171,0.4742,STATIONARY,18.1,15.0
97093,2026-08-22T09:24:41.421707+00:00,CLA,VVH,13,0.004,0.4324,0.4499,MOVING,15.6,13.0
97093,2026-08-22T09:25:41.343595+00:00,GC,VK,10,0.4353,0.4689,0.456,MOVING,19.4,16.0
97093,2026-08-22T09:26:41.346614+00:00,GC,VK,10,0.0639,0.4603,0.4298,STATIONARY,19.4,16.0
97093,2026-08-22T09:27:41.248717+00:00,GC,VK,10,0.0639,0.4641,0.4313,STATIONARY,19.4,16.0
97093,2026-08-22T09:28:41.316747+00:00,GC,VK,10,0.0541,0.4536,0.4265,STATIONARY,19.4,16.0
97093,2026-08-22T09:29:41.308861+00:00,GC,VK,10,0.0639,0.4643,0.4314,STATIONARY,19.4,16.0
97093,2026-08-22T09:31:41.262149+00:00,VK,KJRD,12,0.0321,0.4175,0.434,MOVING,23.1,17.0
97093,2026-08-22T09:32:41.278595+00:00,VK,KJRD,12,0.0698,0.4602,0.4534,STATIONARY,23.1,17.0
97093,2026-08-22T09:33:41.313766+00:00,VK,KJRD,12,0.0693,0.4577,0.4524,STATIONARY,23.1,17.0
97093,2026-08-22T09:34:41.399599+00:00,GC,VK,16,-0.8533,0.4283,0.4327,MOVING,19.4,16.0
97093,2026-08-22T09:35:41.266437+00:00,KJRD,BND,13,0.3625,0.3842,0.4528,MOVING,25.0,18.0
97093,2026-08-22T09:36:41.384846+00:00,KJRD,BND,11,0.3924,0.4432,0.4548,STATIONARY,25.0,18.0
97093,2026-08-22T09:37:41.310260+00:00,KJRD,BND,11,0.0698,0.3886,0.4131,STATIONARY,25.0,18.0
97093,2026-08-22T09:38:41.357138+00:00,BND,NHU,11,0.0599,0.376,0.4075,MOVING,26.8,19.0
97093,2026-08-22T09:39:41.318213+00:00,BND,NHU,11,0.0698,0.3982,0.417,STATIONARY,26.8,19.0
97093,2026-08-22T09:40:41.361919+00:00,BND,NHU,11,0.0599,0.39,0.4131,STATIONARY,26.8,19.0
97093,2026-08-22T09:41:41.423866+00:00,BND,NHU,11,0.0599,0.3781,0.4083,STATIONARY,26.8,19.0
97093,2026-08-22T09:50:41.379708+00:00,KLVA,MBQ,10,0.1139,0.4878,0.4439,MOVING,35.7,24.0
97093,2026-08-22T09:51:41.292192+00:00,KLVA,MBQ,10,0.0698,0.484,0.4396,STATIONARY,35.7,24.0
97093,2026-08-22T09:52:41.434797+00:00,KLVA,MBQ,10,0.0512,0.4795,0.4367,STATIONARY,35.7,24.0
97095,2026-08-22T09:11:29.093122+00:00,DR,MTN,2,0.0854,0.432,0.3265,MOVING,9.0,10.0
97095,2026-08-22T09:12:29.030293+00:00,DR,MTN,0,0.5269,0.4963,0.3557,STATIONARY,9.0,10.0
97095,2026-08-22T09:13:29.198410+00:00,SION,CLA,0,0.1565,0.4193,0.3025,MOVING,12.9,12.0
97095,2026-08-22T09:14:28.967654+00:00,SION,CLA,0,0.1857,0.4888,0.3321,STATIONARY,12.9,12.0
97095,2026-08-22T09:15:29.088765+00:00,SION,CLA,0,0.1565,0.4613,0.3193,STATIONARY,12.9,12.0
97095,2026-08-22T09:16:29.142845+00:00,SION,CLA,0,0.1652,0.4657,0.3216,STATIONARY,12.9,12.0
97095,2026-08-22T09:17:28.979202+00:00,SION,CLA,0,0.1857,0.491,0.333,STATIONARY,12.9,12.0
97095,2026-08-22T09:18:29.102743+00:00,SION,CLA,0,0.1565,0.4585,0.3182,MOVING,12.9,12.0
97095,2026-08-22T09:19:28.996060+00:00,SION,CLA,0,0.1961,0.4889,0.3328,STATIONARY,12.9,12.0
97095,2026-08-22T09:20:29.096958+00:00,SION,CLA,3,0.0368,0.4353,0.3364,STATIONARY,12.9,12.0
97095,2026-08-22T09:21:28.972557+00:00,SION,CLA,0,0.8733,0.5527,0.3974,STATIONARY,12.9,12.0
97095,2026-08-22T09:22:29.548535+00:00,CLA,VVH,3,0.0368,0.4379,0.3375,MOVING,15.6,13.0
97095,2026-08-22T09:23:29.176062+00:00,CLA,VVH,3,0.0851,0.4982,0.3646,STATIONARY,15.6,13.0
97095,2026-08-22T09:24:29.201946+00:00,CLA,VVH,3,0.0739,0.4745,0.3544,STATIONARY,15.6,13.0
97095,2026-08-22T09:25:29.011965+00:00,CLA,VVH,-1,2.4104,0.5632,0.4547,STATIONARY,15.6,13.0
97095,2026-08-22T09:26:29.254681+00:00,GC,VK,2,0.0487,0.405,0.3134,MOVING,19.4,16.0
97095,2026-08-22T09:27:29.114336+00:00,GC,VK,2,0.0726,0.4971,0.3517,STATIONARY,19.4,16.0
97095,2026-08-22T09:28:28.975230+00:00,GC,VK,1,0.1506,0.5227,0.3551,STATIONARY,19.4,16.0
97095,2026-08-22T09:29:29.250177+00:00,GC,VK,2,0.0242,0.4523,0.3308,STATIONARY,19.4,16.0
97095,2026-08-22T09:30:28.986461+00:00,GC,VK,1,0.1506,0.5261,0.3565,STATIONARY,19.4,16.0
97095,2026-08-22T09:31:29.085462+00:00,VK,KJRD,2,0.0301,0.4012,0.3107,MOVING,23.1,17.0
97095,2026-08-22T09:32:28.992813+00:00,VK,KJRD,0,0.5306,0.54,0.3734,STATIONARY,23.1,17.0
97095,2026-08-22T09:33:29.072698+00:00,VK,KJRD,3,0.0301,0.4364,0.3364,STATIONARY,23.1,17.0
97095,2026-08-22T09:34:28.974240+00:00,VK,KJRD,0,0.9016,0.5438,0.3953,STATIONARY,23.1,17.0
97095,2026-08-22T09:35:29.223149+00:00,KJRD,BND,2,0.0301,0.4284,0.3216,MOVING,25.0,18.0
97095,2026-08-22T09:36:28.991493+00:00,KJRD,BND,3,0.0593,0.4534,0.3451,STATIONARY,25.0,18.0
97095,2026-08-22T09:37:29.065665+00:00,BND,NHU,2,0.0802,0.4515,0.3339,MOVING,26.8,19.0
97095,2026-08-22T09:38:29.146330+00:00,BND,NHU,2,0.0492,0.4614,0.336,STATIONARY,26.8,19.0
97095,2026-08-22T09:39:29.015964+00:00,BND,NHU,1,0.1565,0.5003,0.3465,STATIONARY,26.8,19.0
97095,2026-08-22T09:40:29.233924+00:00,BND,NHU,3,0.0301,0.3597,0.3058,MOVING,26.8,19.0
97095,2026-08-22T09:41:29.101112+00:00,CRNM,MLND,2,0.1008,0.4318,0.3273,MOVING,29.7,21.0
97095,2026-08-22T09:42:28.977625+00:00,CRNM,MLND,2,0.0784,0.4695,0.3411,STATIONARY,29.7,21.0
97095,2026-08-22T09:43:29.174807+00:00,MLND,TNA,2,0.0371,0.43,0.3227,MOVING,30.7,22.0
97095,2026-08-22T09:44:28.987904+00:00,MLND,TNA,3,0.0472,0.4213,0.3315,STATIONARY,30.7,22.0
97095,2026-08-22T09:45:29.151185+00:00,MLND,TNA,3,0.0371,0.4101,0.3264,STATIONARY,30.7,22.0
97095,2026-08-22T09:46:29.084949+00:00,TNA,KLVA,0,0.8271,0.4773,0.3649,MOVING,33.3,23.0
97095,2026-08-22T09:47:29.109940+00:00,TNA,KLVA,0,0.1894,0.4546,0.3186,STATIONARY,33.3,23.0
97095,2026-08-22T09:48:29.222650+00:00,TNA,KLVA,0,0.1602,0.4501,0.315,STATIONARY,33.3,23.0
97095,2026-08-22T09:49:29.129411+00:00,KLVA,MBQ,0,0.1894,0.4759,0.3272,MOVING,35.7,24.0
97095,2026-08-22T09:50:29.105889+00:00,KLVA,MBQ,0,0.1894,0.4941,0.3345,STATIONARY,35.7,24.0
97095,2026-08-22T09:51:29.084808+00:00,KLVA,MBQ,0,0.1894,0.4941,0.3345,STATIONARY,35.7,24.0
97095,2026-08-22T09:52:29.115465+00:00,KLVC,MBQ,-1,0.5761,0.489,0.3557,MOVING,36.1,25.0
97095,2026-08-22T09:53:29.204604+00:00,KLVC,MBQ,1,0.0794,0.4614,0.3262,STATIONARY,36.1,25.0
97095,2026-08-22T09:54:29.086048+00:00,MBQ,DIVA,0,0.2965,0.4723,0.3323,MOVING,40.2,26.0
97095,2026-08-22T09:55:29.116541+00:00,KLVC,MBQ,0,-0.6864,0.4782,0.275,MOVING,36.1,25.0
97095,2026-08-22T09:56:29.124922+00:00,KLVC,MBQ,3,0.0593,0.4444,0.3414,STATIONARY,36.1,25.0
97095,2026-08-22T09:57:29.233865+00:00,KLVC,MBQ,3,0.0492,0.4644,0.3488,STATIONARY,36.1,25.0
97095,2026-08-22T09:58:29.242228+00:00,DIVA,KOPR,0,0.8835,0.4678,0.364,MOVING,42.7,27.0
97231,2026-08-22T09:03:53.452331+00:00,GC,VK,5,0.0081,0.3894,0.3396,MOVING,19.4,16.0
97231,2026-08-22T09:04:53.460912+00:00,GC,VK,5,0.0081,0.4017,0.3445,STATIONARY,19.4,16.0
97231,2026-08-22T09:05:53.444756+00:00,GC,VK,5,0.0081,0.4017,0.3445,STATIONARY,19.4,16.0
97231,2026-08-22T09:06:53.507208+00:00,GC,VK,5,-0.0125,0.3971,0.3414,STATIONARY,19.4,16.0
97231,2026-08-22T09:07:53.468623+00:00,KJRD,BND,0,2.4635,0.4527,0.4115,MOVING,25.0,18.0
97231,2026-08-22T09:08:53.492722+00:00,KJRD,BND,2,0.025,0.416,0.3163,STATIONARY,25.0,18.0
97231,2026-08-22T09:09:53.524643+00:00,CRNM,MLND,-1,0.5151,0.4548,0.3384,MOVING,29.6,21.0
97231,2026-08-22T09:10:53.450418+00:00,CRNM,MLND,-1,0.48,0.4612,0.3389,STATIONARY,29.6,21.0
97231,2026-08-22T09:11:53.520088+00:00,CRNM,MLND,-1,0.3589,0.4508,0.3275,STATIONARY,29.6,21.0
97231,2026-08-22T09:12:53.520294+00:00,CRNM,MLND,-1,0.52,0.4612,0.3413,STATIONARY,29.6,21.0
97231,2026-08-22T09:13:53.561357+00:00,BND,NHU,3,0.0182,0.4069,0.3239,MOVING,26.8,19.0
97231,2026-08-22T09:14:53.577452+00:00,BND,NHU,3,0.0824,0.4431,0.3424,STATIONARY,26.8,19.0
97231,2026-08-22T09:15:53.468363+00:00,BND,NHU,5,0.0547,0.4348,0.3607,STATIONARY,26.8,19.0
97231,2026-08-22T09:16:53.464817+00:00,CRNM,MLND,4,0.1047,0.4071,0.341,MOVING,29.6,21.0
97231,2026-08-22T09:17:53.493953+00:00,CRNM,MLND,4,0.0712,0.4355,0.3503,STATIONARY,29.6,21.0
97231,2026-08-22T09:18:53.464161+00:00,MLND,TNA,3,0.0927,0.4233,0.3351,MOVING,30.7,22.0
97231,2026-08-22T09:19:53.464126+00:00,MLND,TNA,3,0.0663,0.4329,0.3373,STATIONARY,30.7,22.0
97231,2026-08-22T09:20:53.469584+00:00,MLND,TNA,3,0.0663,0.4356,0.3384,STATIONARY,30.7,22.0
97231,2026-08-22T09:21:53.557021+00:00,TNA,KLVA,2,0.0715,0.4645,0.3386,MOVING,33.3,23.0
97231,2026-08-22T09:22:53.588338+00:00,TNA,KLVA,2,0.0672,0.4764,0.3431,STATIONARY,33.3,23.0
97231,2026-08-22T09:23:53.513928+00:00,TNA,KLVA,2,0.0784,0.4789,0.3448,STATIONARY,33.3,23.0
97231,2026-08-22T09:24:54.339593+00:00,TNA,KLVA,2,0.0492,0.4719,0.3402,STATIONARY,33.3,23.0
97231,2026-08-22T09:25:53.510989+00:00,TNA,KLVA,2,0.0945,0.5103,0.3583,STATIONARY,33.3,23.0
97231,2026-08-22T09:28:53.528431+00:00,KLVC,MBQ,1,0.1938,0.4427,0.3258,MOVING,36.1,25.0
97231,2026-08-22T09:29:53.479152+00:00,KLVC,MBQ,1,0.1032,0.4436,0.3206,STATIONARY,36.1,25.0
97231,2026-08-22T09:30:53.493560+00:00,MBQ,DIVA,1,0.188,0.4914,0.3449,MOVING,40.2,26.0
97231,2026-08-22T09:31:53.527503+00:00,MBQ,DIVA,0,0.3163,0.5308,0.3569,STATIONARY,40.2,26.0
97231,2026-08-22T09:32:53.470039+00:00,MBQ,DIVA,0,0.2742,0.5166,0.3487,STATIONARY,40.2,26.0
95327,2026-08-22T13:15:48.798673+00:00,DR,CLA,2,0.102,0.4414,0.3312,MOVING,9.0,10.0
95327,2026-08-22T13:16:48.720190+00:00,DR,CLA,2,0.102,0.4423,0.3316,STATIONARY,9.0,10.0
95327,2026-08-22T13:24:48.715009+00:00,CLAS,GC,2,0.1534,0.477,0.3487,MOVING,17.9,14.0
95327,2026-08-22T13:25:48.754916+00:00,CLAS,GC,5,0.0368,0.4503,0.3658,STATIONARY,17.9,14.0
95327,2026-08-22T13:26:48.760530+00:00,CLAS,GC,5,0.0765,0.4679,0.3753,STATIONARY,17.9,14.0
95327,2026-08-22T13:27:48.766562+00:00,CLAS,GC,5,0.0765,0.4679,0.3753,STATIONARY,17.9,14.0
95327,2026-08-22T13:39:15.840097+00:00,MLND,TNA,6,-0.661,0.4145,0.3209,MOVING,30.7,22.0
95327,2026-08-22T13:39:45.980413+00:00,MLND,TNA,4,1.1478,0.5315,0.449,STATIONARY,30.7,22.0
95327,2026-08-22T13:40:40.868312+00:00,MLND,TNA,5,0.0386,0.3576,0.3288,MOVING,30.7,22.0
95327,2026-08-22T13:41:40.505794+00:00,MLND,TNA,5,0.0577,0.3785,0.3383,STATIONARY,30.7,22.0
95327,2026-08-22T13:42:40.666504+00:00,TNA,DI,4,0.0715,0.4481,0.3554,MOVING,33.3,23.0
95327,2026-08-22T13:43:40.655683+00:00,TNA,DI,5,0.0507,0.4282,0.3578,STATIONARY,33.3,23.0
95327,2026-08-22T13:44:41.218414+00:00,KLVA,DI,5,0.0406,0.4062,0.3483,MOVING,,
95327,2026-08-22T13:45:40.551710+00:00,KLVA,BY,5,0.0698,0.5405,0.4039,STATIONARY,0.0,
95327,2026-08-22T13:46:40.563475+00:00,KLVA,DI,6,0.0507,0.4076,0.3612,STATIONARY,,
95327,2026-08-22T13:47:40.595429+00:00,MBQ,DI,6,0.0586,0.402,0.3595,MOVING,,
95327,2026-08-22T13:48:40.577619+00:00,MBQ,DI,6,0.0698,0.4121,0.3642,STATIONARY,,
95327,2026-08-22T13:49:40.604766+00:00,MBQ,DI,6,0.0586,0.4121,0.3635,STATIONARY,,
95327,2026-08-22T13:50:40.759289+00:00,MBQ,DI,6,0.0406,0.3959,0.3559,MOVING,,
95327,2026-08-22T13:51:41.053225+00:00,MBQ,DI,6,0.0406,0.3676,0.3446,MOVING,,
95327,2026-08-22T13:52:40.625299+00:00,MBQ,BY,6,0.0698,0.5002,0.3994,STATIONARY,0.0,
95327,2026-08-22T13:53:40.833298+00:00,MBQ,DI,6,0.0406,0.3676,0.3446,MOVING,,
95327,2026-08-22T13:54:40.693062+00:00,DIVA,DI,12,-0.4683,0.4582,0.4195,MOVING,41.9,25.0
95327,2026-08-22T13:55:40.640292+00:00,DIVA,DI,12,0.0698,0.4699,0.4573,STATIONARY,41.9,25.0
95327,2026-08-22T13:56:40.644829+00:00,DWJN,DI,11,0.0921,0.4671,0.4459,MOVING,43.8,26.0
95327,2026-08-22T13:57:40.651976+00:00,DWJN,DI,11,0.0698,0.4725,0.4467,STATIONARY,43.8,26.0
95327,2026-08-22T13:58:40.661459+00:00,DDCL,DI,10,0.0921,0.4497,0.4273,MOVING,46.9,27.0
95327,2026-08-22T13:59:40.664238+00:00,DI,KYN,7,1.0733,0.4603,0.4521,MOVING,48.4,28.0
95327,2026-08-22T14:00:40.989586+00:00,DI,KYN,7,-0.0153,0.4515,0.3863,STATIONARY,48.4,28.0
95327,2026-08-22T14:01:40.439745+00:00,DI,KYN,6,0.0672,0.4801,0.3913,STATIONARY,48.4,28.0
95327,2026-08-22T14:02:40.579450+00:00,THK,KYN,8,-0.0344,0.4319,0.3889,MOVING,49.4,29.0
95515,2026-08-22T13:13:05.881162+00:00,PRLW,DR,0,0.5724,0.4783,0.3512,UNKNOWN,7.4,8.0
95515,2026-08-22T13:13:42.077798+00:00,PRLW,DR,0,0.2018,0.4481,0.3168,STATIONARY,7.4,8.0
95515,2026-08-22T13:14:36.505868+00:00,PRLW,DR,0,0.2018,0.4424,0.3145,STATIONARY,7.4,8.0
95515,2026-08-22T13:15:36.566504+00:00,PRLW,DR,0,0.1652,0.4124,0.3003,STATIONARY,7.4,8.0
95515,2026-08-22T13:16:36.413018+00:00,PRLW,DR,0,0.1857,0.4309,0.3089,STATIONARY,7.4,8.0
95515,2026-08-22T13:17:36.624387+00:00,PRLW,DR,0,0.1565,0.4124,0.2997,STATIONARY,7.4,8.0
95515,2026-08-22T13:18:36.630332+00:00,SION,CLA,-2,0.879,0.4121,0.3415,MOVING,14.33,12.0
95515,2026-08-22T13:19:36.523903+00:00,SION,CLA,-2,1.7478,0.4357,0.3872,STATIONARY,14.33,12.0
95515,2026-08-22T13:20:36.643130+00:00,SION,CLA,-2,1.4827,0.4176,0.3708,STATIONARY,14.33,12.0
95515,2026-08-22T13:21:36.649637+00:00,SION,CLA,-2,1.6454,0.4282,0.3808,STATIONARY,14.33,12.0
95515,2026-08-22T13:22:36.500900+00:00,SION,CLA,-2,4.5811,0.4463,0.426,STATIONARY,14.33,12.0
95515,2026-08-22T13:39:03.361931+00:00,GC,VK,12,-6.7831,0.4005,0.3005,MOVING,19.4,16.0
95515,2026-08-22T13:39:33.844863+00:00,GC,VK,-1,7.0541,0.5681,0.477,STATIONARY,19.4,16.0
95515,2026-08-22T13:40:28.294182+00:00,GC,VK,12,-4.1152,0.4404,0.3202,STATIONARY,19.4,16.0
95515,2026-08-22T13:41:28.372987+00:00,GC,VK,12,0.0387,0.3378,0.4025,MOVING,19.4,16.0
95515,2026-08-22T13:42:28.411931+00:00,VK,TNA,11,0.0702,0.3567,0.4004,MOVING,23.1,17.0
95515,2026-08-22T13:43:28.711570+00:00,VK,TNA,11,0.0392,0.3847,0.4097,STATIONARY,23.1,17.0
95515,2026-08-22T13:44:28.489819+00:00,VK,TNA,11,0.0577,0.4046,0.4188,STATIONARY,23.1,17.0
95515,2026-08-22T13:45:28.497615+00:00,BND,TNA,10,0.0801,0.3394,0.3824,MOVING,26.8,19.0
95515,2026-08-22T13:46:28.503873+00:00,BND,TNA,10,0.0577,0.3824,0.3982,STATIONARY,26.8,19.0
95515,2026-08-22T13:47:28.410786+00:00,NHU,TNA,8,0.2379,0.3769,0.3839,MOVING,28.5,20.0
95515,2026-08-22T13:48:28.518421+00:00,MLND,TNA,7,0.0508,0.3668,0.3566,MOVING,30.7,22.0
95515,2026-08-22T13:49:28.520408+00:00,MLND,TNA,7,0.0577,0.3811,0.3627,MOVING,30.7,22.0
95515,2026-08-22T13:50:28.424858+00:00,MLND,TNA,7,0.0577,0.3277,0.3414,MOVING,30.7,22.0
95515,2026-08-22T13:51:28.522944+00:00,TNA,DI,6,0.0629,0.4093,0.3626,MOVING,33.3,23.0
95515,2026-08-22T13:52:28.642906+00:00,TNA,DI,6,0.0406,0.4113,0.3621,STATIONARY,33.3,23.0
95515,2026-08-22T13:53:28.444432+00:00,TNA,DI,6,0.0698,0.438,0.3746,STATIONARY,33.3,23.0
95515,2026-08-22T13:54:29.066794+00:00,TNA,DI,7,0.0215,0.3622,0.3529,MOVING,33.3,23.0
95515,2026-08-22T13:55:28.551682+00:00,YY-PSKT,DI,7,0.0698,0.4155,0.3772,MOVING,,
95515,2026-08-22T13:56:28.383550+00:00,YY-PSKT,DI,7,0.0698,0.426,0.3814,STATIONARY,,
95515,2026-08-22T13:57:28.314129+00:00,YY-PSKT,DI,7,0.0698,0.4039,0.3726,STATIONARY,,
95515,2026-08-22T13:58:28.439673+00:00,YY-PSKT,DI,7,0.0406,0.3624,0.3542,MOVING,,
95515,2026-08-22T13:59:28.411867+00:00,YY-PSKT,DI,7,0.0698,0.3711,0.3595,MOVING,,
95515,2026-08-22T14:00:28.405453+00:00,YY-PSKT,DI,7,0.014,0.3765,0.3582,MOVING,,
95515,2026-08-22T14:01:28.489909+00:00,YY-PSKT,DI,7,-0.0153,0.3678,0.3528,MOVING,,
95515,2026-08-22T14:02:28.496759+00:00,YY-PSKT,DI,7,0.014,0.3765,0.3582,MOVING,,
95733,2026-08-22T13:48:22.380736+00:00,TNA,DI,0,0.3197,0.4496,0.3246,MOVING,33.3,23.0
95733,2026-08-22T13:49:22.480736+00:00,TNA,DI,0,0.2904,0.4498,0.3229,STATIONARY,33.3,23.0
97399,2026-08-22T13:15:42.637442+00:00,PRLW,PR,4,0.102,0.4331,0.3513,MOVING,7.4,8.0
97399,2026-08-22T13:16:42.477967+00:00,PRLW,PR,4,0.102,0.4609,0.3624,STATIONARY,7.4,8.0
97399,2026-08-22T13:17:42.604917+00:00,PR,DR,6,0.0451,0.4074,0.3608,MOVING,8.0,9.0
97399,2026-08-22T13:18:42.671712+00:00,PR,DR,6,0.0728,0.4358,0.3739,STATIONARY,8.0,9.0
97399,2026-08-22T13:19:42.642200+00:00,DR,MTN,5,0.1118,0.412,0.3551,MOVING,9.0,10.0
97399,2026-08-22T13:20:42.686485+00:00,MTN,SION,4,0.0869,0.4306,0.3493,MOVING,10.4,11.0
97399,2026-08-22T13:21:42.792948+00:00,MTN,SION,4,0.0559,0.4289,0.3467,MOVING,10.4,11.0
97399,2026-08-22T13:22:42.643785+00:00,MTN,SION,4,0.0851,0.4567,0.3597,STATIONARY,10.4,11.0
97399,2026-08-22T13:23:42.702534+00:00,MTN,SION,4,0.0646,0.4384,0.3511,STATIONARY,10.4,11.0
97399,2026-08-22T13:24:43.219498+00:00,SION,CLA,3,0.0782,0.4277,0.336,MOVING,12.9,12.0
97399,2026-08-22T13:25:42.407654+00:00,SION,CLA,2,0.1545,0.5201,0.366,STATIONARY,12.9,12.0
97399,2026-08-22T13:26:42.719775+00:00,SION,CLA,5,0.0282,0.4272,0.356,STATIONARY,12.9,12.0
97399,2026-08-22T13:27:42.725751+00:00,SION,CLA,5,0.0765,0.449,0.3677,STATIONARY,12.9,12.0
97399,2026-08-22T13:28:42.586926+00:00,CLA,VVH,4,0.1075,0.4394,0.3541,MOVING,15.6,13.0
97399,2026-08-22T13:39:09.484800+00:00,VK,KJRD,4,-0.2959,0.4192,0.321,MOVING,23.1,17.0
97399,2026-08-22T13:39:39.839706+00:00,VK,KJRD,2,1.1598,0.5593,0.4374,STATIONARY,23.1,17.0
97399,2026-08-22T13:40:34.493469+00:00,VK,KJRD,4,0.0593,0.4584,0.3587,STATIONARY,23.1,17.0
97399,2026-08-22T13:41:34.438250+00:00,KJRD,BND,4,0.0784,0.3871,0.3314,MOVING,25.0,18.0
97399,2026-08-22T13:42:34.611652+00:00,KJRD,BND,4,0.0492,0.4098,0.3387,STATIONARY,25.0,18.0
97399,2026-08-22T13:43:34.455573+00:00,BND,NHU,3,0.1008,0.4177,0.3334,MOVING,26.8,19.0
97399,2026-08-22T13:44:34.455335+00:00,BND,NHU,3,0.0784,0.4131,0.3301,STATIONARY,26.8,19.0
97399,2026-08-22T13:45:34.430485+00:00,BND,NHU,3,0.0784,0.4131,0.3301,STATIONARY,26.8,19.0
97399,2026-08-22T13:46:34.481730+00:00,BND,NHU,3,0.0578,0.4089,0.3272,STATIONARY,26.8,19.0
